# file sumOfWeights xsec n_samples frac_neg_w eff_lumi 
/scratchnvme/malucchi/hbb_samples/ggZH/106X_upgrade2018_realistic_v16_L1v1-v1/2520000/1412A75E-6CBA-5142-914D-2FE8356F680C.root,18.553950358182192,0.0072158061930000005,4891000,0.0,677817539.6041987
